team,venue,pt_idx,x_ft,y_ft,angle_deg,dist_ft
Texas Rangers,Globe Life Field,46,-243.4,224.4,-47.33,331.1
Texas Rangers,Globe Life Field,47,-234.3,212.9,-47.74,316.6
Texas Rangers,Globe Life Field,48,-225.2,201.3,-48.21,302.1
Toronto Blue Jays,Rogers Centre,1,-242.1,231,-46.34,334.6
Toronto Blue Jays,Rogers Centre,2,-233.1,243.8,-43.71,337.3
Toronto Blue Jays,Rogers Centre,3,-224.4,256.7,-41.16,341
Toronto Blue Jays,Rogers Centre,4,-215.4,269.5,-38.63,345
Toronto Blue Jays,Rogers Centre,5,-206.4,282.3,-36.17,349.7
Toronto Blue Jays,Rogers Centre,6,-197.5,295.1,-33.79,355.1
Toronto Blue Jays,Rogers Centre,7,-188.6,308,-31.48,361.2
Toronto Blue Jays,Rogers Centre,8,-179.7,320.8,-29.26,367.7
Toronto Blue Jays,Rogers Centre,9,-170.8,333.7,-27.11,374.9
Toronto Blue Jays,Rogers Centre,10,-161,345.7,-24.97,381.4
Toronto Blue Jays,Rogers Centre,11,-148.3,354.9,-22.68,384.6
Toronto Blue Jays,Rogers Centre,12,-135.6,363.9,-20.44,388.3
Toronto Blue Jays,Rogers Centre,13,-122.9,373,-18.24,392.7
Toronto Blue Jays,Rogers Centre,14,-110.1,382,-16.08,397.6
Toronto Blue Jays,Rogers Centre,15,-97.3,391,-13.97,402.9
Toronto Blue Jays,Rogers Centre,16,-83.4,397.8,-11.84,406.4
Toronto Blue Jays,Rogers Centre,17,-68.1,400.6,-9.65,406.3
Toronto Blue Jays,Rogers Centre,18,-52.6,402.9,-7.44,406.3
Toronto Blue Jays,Rogers Centre,19,-37.1,404.5,-5.24,406.2
Toronto Blue Jays,Rogers Centre,20,-21.5,405.6,-3.03,406.2
Toronto Blue Jays,Rogers Centre,21,-5.9,406,-0.83,406
Toronto Blue Jays,Rogers Centre,22,9.8,406,1.38,406.1
Toronto Blue Jays,Rogers Centre,23,25.4,405.3,3.59,406.1
Toronto Blue Jays,Rogers Centre,24,40.9,404,5.78,406.1
Toronto Blue Jays,Rogers Centre,25,56.5,402.2,8,406.1
Toronto Blue Jays,Rogers Centre,26,71.9,399.8,10.2,406.2
Toronto Blue Jays,Rogers Centre,27,87.1,396.4,12.39,405.9
Toronto Blue Jays,Rogers Centre,28,100.3,388.1,14.49,400.9
Toronto Blue Jays,Rogers Centre,29,113.1,379.1,16.61,395.6
Toronto Blue Jays,Rogers Centre,30,125.8,370.1,18.77,390.9
Toronto Blue Jays,Rogers Centre,31,138.6,361.1,21,386.8
Toronto Blue Jays,Rogers Centre,32,151.4,352.1,23.27,383.3
Toronto Blue Jays,Rogers Centre,33,163.5,342.3,25.53,379.3
Toronto Blue Jays,Rogers Centre,34,172.6,329.6,27.64,372.1
Toronto Blue Jays,Rogers Centre,35,181.5,316.8,29.81,365.1
Toronto Blue Jays,Rogers Centre,36,190.4,303.9,32.07,358.6
Toronto Blue Jays,Rogers Centre,37,199.3,291.1,34.4,352.8
Toronto Blue Jays,Rogers Centre,38,208.3,278.3,36.81,347.6
Toronto Blue Jays,Rogers Centre,39,217.2,265.4,39.3,342.9
Toronto Blue Jays,Rogers Centre,40,226.1,252.6,41.83,339
Toronto Blue Jays,Rogers Centre,41,235.1,239.8,44.43,335.8
Toronto Blue Jays,Rogers Centre,42,241.9,226.7,46.86,331.5
Toronto Blue Jays,Rogers Centre,43,233.3,215.7,47.24,317.7
Toronto Blue Jays,Rogers Centre,44,225.5,200.6,48.34,301.8
Toronto Blue Jays,Rogers Centre,45,222.2,187.3,49.87,290.6
Toronto Blue Jays,Rogers Centre,46,219.2,174.2,51.53,280
Toronto Blue Jays,Rogers Centre,47,216,160.1,53.45,268.9
Toronto Blue Jays,Rogers Centre,48,212.5,145.1,55.67,257.3
Washington Nationals,Nationals Park,1,245.5,233.4,46.45,338.7
Washington Nationals,Nationals Park,2,238.5,246.3,44.08,342.8
Washington Nationals,Nationals Park,3,231.6,259.1,41.79,347.5
Washington Nationals,Nationals Park,4,224.6,271.9,39.56,352.7
Washington Nationals,Nationals Park,5,217.7,284.8,37.39,358.5
Washington Nationals,Nationals Park,6,210.7,297.6,35.3,364.6
Washington Nationals,Nationals Park,7,203.7,310.4,33.27,371.3
Washington Nationals,Nationals Park,8,192.3,319,31.08,372.5
Washington Nationals,Nationals Park,9,178.9,324.8,28.85,370.8
Washington Nationals,Nationals Park,10,165.6,330.9,26.59,370
Washington Nationals,Nationals Park,11,152.3,336.9,24.33,369.7
Washington Nationals,Nationals Park,12,139,342.9,22.07,370
Washington Nationals,Nationals Park,13,125.7,349,19.81,370.9
Washington Nationals,Nationals Park,14,112.3,354.8,17.56,372.1
Washington Nationals,Nationals Park,15,99,360.7,15.35,374
Washington Nationals,Nationals Park,16,85.7,366.7,13.15,376.6
Washington Nationals,Nationals Park,17,72.4,372.7,10.99,379.7
Washington Nationals,Nationals Park,18,59,378.6,8.86,383.2
Washington Nationals,Nationals Park,19,45.7,384.6,6.78,387.3
Washington Nationals,Nationals Park,20,32.4,390.7,4.74,392
Washington Nationals,Nationals Park,21,19.1,396.6,2.76,397.1
Washington Nationals,Nationals Park,22,5.8,402.6,0.83,402.6
Washington Nationals,Nationals Park,23,-7.6,408.4,-1.07,408.5
Washington Nationals,Nationals Park,24,-21.2,405.9,-2.99,406.5
Washington Nationals,Nationals Park,25,-34,398.9,-4.87,400.3
Washington Nationals,Nationals Park,26,-46.8,391.8,-6.81,394.6
Washington Nationals,Nationals Park,27,-59.5,384.7,-8.79,389.3
Washington Nationals,Nationals Park,28,-72.3,377.7,-10.84,384.6
Washington Nationals,Nationals Park,29,-85.1,370.7,-12.93,380.3
Washington Nationals,Nationals Park,30,-98.2,372.3,-14.78,385
Washington Nationals,Nationals Park,31,-111.2,365.7,-16.91,382.2
Washington Nationals,Nationals Park,32,-124,358.7,-19.07,379.5
Washington Nationals,Nationals Park,33,-136.8,351.6,-21.26,377.3
Washington Nationals,Nationals Park,34,-149.6,344.6,-23.47,375.7
Washington Nationals,Nationals Park,35,-162.3,337.4,-25.69,374.4
Washington Nationals,Nationals Park,36,-175.1,330.4,-27.92,373.9
Washington Nationals,Nationals Park,37,-187.2,322.6,-30.13,373
Washington Nationals,Nationals Park,38,-197.7,312.8,-32.29,370
Washington Nationals,Nationals Park,39,-206.2,301,-34.41,364.9
Washington Nationals,Nationals Park,40,-214,288.7,-36.55,359.4
Washington Nationals,Nationals Park,41,-221.7,276.2,-38.75,354.2
Washington Nationals,Nationals Park,42,-229.4,263.9,-41,349.7
Washington Nationals,Nationals Park,43,-237.1,251.4,-43.32,345.6
Washington Nationals,Nationals Park,44,-244.8,239,-45.69,342.1
Washington Nationals,Nationals Park,45,-250,227.6,-47.69,338.1
Washington Nationals,Nationals Park,46,-239.5,217.5,-47.76,323.5
Washington Nationals,Nationals Park,47,-229,207.4,-47.83,309
Washington Nationals,Nationals Park,48,-218.5,197.2,-47.93,294.3
